Source,Target,ExpectedCode,FirstStatus,FinalUrl,Ok,Error
http://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/m/a/mal-z34-2_1.jpg,https://www.ibuyfireplaces.com,301,301,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/m/a/mal-z34-2_1.jpg,False,"Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/m/a/mal-z34-2_1.jpg."
http://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/m/a/mal-zir30-2_2.jpg,https://www.ibuyfireplaces.com,301,301,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/m/a/mal-zir30-2_2.jpg,False,"Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/m/a/mal-zir30-2_2.jpg."
http://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep0170-3.jpg,https://www.ibuyfireplaces.com,301,301,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep0170-3.jpg,False,"Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep0170-3.jpg."
http://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep0170.jpg,https://www.ibuyfireplaces.com,301,301,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep0170.jpg,False,"Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep0170.jpg."
http://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep5039-c.jpg,https://www.ibuyfireplaces.com,301,301,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep5039-c.jpg,False,"Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep5039-c.jpg."
http://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep0171.jpg,https://www.ibuyfireplaces.com,301,301,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep0171.jpg,False,"Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep0171.jpg."
http://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep5046-c-2.jpg,https://www.ibuyfireplaces.com,301,301,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep5046-c-2.jpg,False,"Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep5046-c-2.jpg."
http://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep5056-c-2.jpg,https://www.ibuyfireplaces.com,301,301,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep5056-c-2.jpg,False,"Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/n/e/nep5056-c-2.jpg."
http://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/p/a/park-avenue-gd82t-pae-sands_1.jpg,https://www.ibuyfireplaces.com,301,301,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/p/a/park-avenue-gd82t-pae-sands_1.jpg,False,"Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/p/a/park-avenue-gd82t-pae-sands_1.jpg."
http://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/s/4/s4-living-room-napoleon-fir.jpg,https://www.ibuyfireplaces.com,301,301,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/s/4/s4-living-room-napoleon-fir.jpg,False,"Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/s/4/s4-living-room-napoleon-fir.jpg."
http://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/w/r/wrt4826_1_1.jpg,https://www.ibuyfireplaces.com,301,301,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/w/r/wrt4826_1_1.jpg,False,"Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/w/r/wrt4826_1_1.jpg."
http://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/w/r/wrtct2000a.jpg,https://www.ibuyfireplaces.com,301,301,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/w/r/wrtct2000a.jpg,False,"Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/w/r/wrtct2000a.jpg."
http://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/x/i/xir3g6.jpg,https://www.ibuyfireplaces.com,301,301,https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/x/i/xir3g6.jpg,False,"Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/media/catalog/product/cache/1/image/1200x1200/9df78eab33525d08d6e5fb8d27136e95/x/i/xir3g6.jpg."
https://www.ibuyfireplaces.com/?SID=ea334c625ee51677b8f716352e357b96,https://www.ibuyfireplaces.com,301,200,https://www.ibuyfireplaces.com/?SID=ea334c625ee51677b8f716352e357b96,False,"Очікуваний код 301, отримано 200. Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com/?SID=ea334c625ee51677b8f716352e357b96."
https://ibuyfireplaces.com/search?query=AS8,https://www.ibuyfireplaces.com,301,301,https://www.ibuyfireplaces.com:443/search?query=AS8,False,"Очікуваний фінальний URL https://www.ibuyfireplaces.com, отримано https://www.ibuyfireplaces.com:443/search?query=AS8."
https://www.ibuyfireplaces.com/checkout/cart/?SID=3675cbc61ca0f75805bc364a42af1f91,https://www.ibuyfireplaces.com/cart,301,308,https://www.ibuyfireplaces.com/cart,False,"Очікуваний код 301, отримано 308. "
https://www.ibuyfireplaces.com/checkout/cart/,https://www.ibuyfireplaces.com/cart,301,308,https://www.ibuyfireplaces.com/cart,False,"Очікуваний код 301, отримано 308. "
https://www.ibuyfireplaces.com/customer/account/create/,https://www.ibuyfireplaces.com,301,308,https://www.ibuyfireplaces.com/,False,"Очікуваний код 301, отримано 308. "
https://www.ibuyfireplaces.com/fireplaces/vent-free-fireplaces/ihp-superior-vrt4036zmn-36-ng-ventfree-mv-fireplace.html,https://www.ibuyfireplaces.com/category/gas-fireplaces/ventless-fireplaces,301,301,https://www.ibuyfireplaces.com/category/ventless-fireplaces,False,"Очікуваний фінальний URL https://www.ibuyfireplaces.com/category/gas-fireplaces/ventless-fireplaces, отримано https://www.ibuyfireplaces.com/category/ventless-fireplaces."
